Ticker_Id,Indx_Members,Country,Year,Board size,Board independence,CEO duality,Board meeting attendance,Independence of audit committee,Auditor ratification,Independence of compensation committee,Independence of nomination committee,Shareholder approved poison pill,Dual class unequal voting rights of common shares,Staggered board,Diversity of board,Board duration,Corporate governance score,LogAsset,CAPEXByAsset,CashByAsset,DebtByAsset,PPNEByAsset,RNDByAsset
BEM TB,BEM TB Equity,Thailand,2013,1,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA
BH TB,BH TB Equity,Thailand,2013,1,0,0,0,0,0,0,0,0,0,0,0,0,1,9.76,-0.13,0.34,0.30,0.53,0.00
BIG TB,BIG TB Equity,Thailand,2013,1,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA
BJC TB,BJC TB Equity,Thailand,2013,1,1,1,1,1,0,0,0,0,1,0,1,1,8,10.70,-0.08,0.04,0.37,0.43,0.00
BLAND TB,BLAND TB Equity,Thailand,2013,1,0,0,0,0,0,0,0,0,0,0,0,0,1,10.84,-0.01,0.03,0.10,0.61,0.00
BPP TB,BPP TB Equity,Thailand,2013,1,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA
BTS TB,BTS TB Equity,Thailand,2013,1,0,0,1,1,0,1,1,0,1,0,1,1,8,11.12,-0.02,0.05,0.18,0.14,0.00
CBG TB,CBG TB Equity,Thailand,2013,1,0,0,0,0,0,0,0,0,0,0,0,0,1,8.58,-0.18,0.09,0.55,0.72,0.00
CENTEL TB,CENTEL TB Equity,Thailand,2013,1,0,0,0,0,0,0,0,0,0,0,0,0,1,10.28,-0.07,0.03,0.39,0.82,0.00
CHG TB,CHG TB Equity,Thailand,2013,1,0,0,0,0,0,0,0,0,0,0,0,0,1,8.00,-0.14,0.17,0.00,0.36,0.00
CK TB,CK TB Equity,Thailand,2013,1,0,0,0,0,0,0,0,0,0,0,0,0,1,11.18,-0.04,0.05,0.52,0.10,0.00
CKP TB,CKP TB Equity,Thailand,2013,1,0,0,0,0,0,0,0,0,0,0,0,0,1,10.83,-0.02,0.04,0.48,0.12,0.00
COM7 TB,COM7 TB Equity,Thailand,2013,1,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA
CPALL TB,CPALL TB Equity,Thailand,2013,1,1,1,1,1,0,0,0,0,1,0,0,1,7,12.62,-0.04,0.08,0.61,0.24,0.00
CPF TB,CPF TB Equity,Thailand,2013,1,1,1,1,1,0,0,1,0,1,0,1,1,9,12.81,-0.06,0.05,0.51,0.32,0.00
CPN TB,CPN TB Equity,Thailand,2013,1,1,1,1,1,0,1,1,0,1,0,1,1,10,11.26,-0.02,0.02,0.26,0.87,0.00
DTAC TB,DTAC TB Equity,Thailand,2013,1,1,1,0,1,0,1,1,0,1,0,1,1,9,11.56,-0.06,0.05,0.30,0.16,0.00
EA TB,EA TB Equity,Thailand,2013,1,1,1,1,1,0,0,0,0,1,0,0,1,7,9.35,-0.56,0.14,0.53,0.71,0.00
EGCO TB,EGCO TB Equity,Thailand,2013,1,1,1,1,1,0,1,1,0,1,0,0,1,9,11.78,-0.07,0.05,0.38,0.34,0.00
EPG TB,EPG TB Equity,Thailand,2013,1,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA
ESSO TB,ESSO TB Equity,Thailand,2013,1,0,0,0,0,0,0,0,0,0,0,0,0,1,11.21,-0.02,0.01,0.38,0.42,0.00
GFPT TB,GFPT TB Equity,Thailand,2013,1,0,0,0,0,0,0,0,0,0,0,0,0,1,9.47,-0.07,0.02,0.17,0.47,0.00
GGC TB,GGC TB Equity,Thailand,2013,1,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA
GLOBAL TB,GLOBAL TB Equity,Thailand,2013,1,0,0,0,0,0,0,0,0,0,0,0,0,1,9.68,-0.16,0.01,0.22,0.54,0.00
GPSC TB,GPSC TB Equity,Thailand,2013,1,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA
GUNKUL TB,GUNKUL TB Equity,Thailand,2013,1,0,0,0,0,0,0,0,0,0,0,0,0,1,8.43,-0.12,0.05,0.13,0.14,0.00
HANA TB,HANA TB Equity,Thailand,2013,1,0,0,0,0,0,0,0,0,0,0,0,0,1,9.91,-0.08,0.21,0.00,0.34,0.00
HMPRO TB,HMPRO TB Equity,Thailand,2013,1,1,1,1,1,0,0,1,0,1,0,1,1,9,10.49,-0.25,0.02,0.27,0.69,0.00
INTUCH TB,INTUCH TB Equity,Thailand,2013,1,1,1,1,1,0,0,0,0,1,0,0,1,7,10.84,-0.05,0.06,0.17,0.06,0.00
IRPC TB,IRPC TB Equity,Thailand,2013,1,1,1,1,1,0,0,0,0,1,0,0,1,7,12.00,-0.09,0.03,0.28,0.52,0.00
ITD TB,ITD TB Equity,Thailand,2013,1,0,0,0,0,0,0,0,0,0,0,0,0,1,11.08,-0.05,0.02,0.43,0.31,0.00
IVL TB,IVL TB Equity,Thailand,2013,1,1,1,1,1,0,1,1,0,1,0,1,1,10,12.15,-0.04,0.02,0.45,0.51,0.00
JMART TB,JMART TB Equity,Thailand,2013,1,0,0,0,0,0,0,0,0,0,0,0,0,1,8.44,-0.07,0.04,0.45,0.19,0.00
JWD TB,JWD TB Equity,Thailand,2013,1,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA
KBANK TB,KBANK TB Equity,Thailand,2013,1,1,0,1,1,0,1,1,0,1,0,1,1,9,14.64,0.00,0.02,0.11,0.02,NA
KCE TB,KCE TB Equity,Thailand,2013,1,0,0,0,0,0,0,0,0,0,0,0,0,1,9.33,-0.14,0.04,0.43,0.47,0.00
KKP TB,KKP TB Equity,Thailand,2013,1,0,0,0,0,0,0,0,0,0,0,0,0,1,12.43,0.00,0.00,0.20,0.00,NA
KTB TB,KTB TB Equity,Thailand,2013,1,1,1,1,1,0,0,1,0,1,0,1,1,9,14.74,0.00,0.02,0.14,0.01,NA
KTC TB,KTC TB Equity,Thailand,2013,1,0,0,0,0,0,0,0,0,0,0,0,0,1,10.86,0.00,0.03,0.76,0.01,NA
LH TB,LH TB Equity,Thailand,2013,1,0,0,1,1,0,0,1,0,1,0,0,1,6,11.23,-0.04,0.02,0.45,0.15,0.00
LPN TB,LPN TB Equity,Thailand,2013,1,0,0,0,0,0,0,0,0,0,0,0,0,1,9.77,0.00,0.07,0.30,0.07,0.00
MAJOR TB,MAJOR TB Equity,Thailand,2013,1,0,0,0,0,0,0,0,0,0,0,0,0,1,9.52,-0.05,0.04,0.35,0.49,0.00
MC TB,MC TB Equity,Thailand,2013,1,0,0,0,0,0,0,0,0,0,0,0,0,1,8.45,-0.03,0.06,0.02,0.07,0.00
MEGA TB,MEGA TB Equity,Thailand,2013,1,0,0,0,0,0,0,0,0,0,0,0,0,1,8.79,-0.05,0.24,0.15,0.15,0.00
MINT TB,MINT TB Equity,Thailand,2013,1,1,0,1,1,1,0,1,0,1,0,1,1,9,11.00,-0.07,0.06,0.39,0.39,0.00
MONO TB,MONO TB Equity,Thailand,2013,1,0,0,0,0,0,0,0,0,0,0,0,0,1,8.13,-0.03,0.26,0.01,0.06,0.00
MTC TB,MTC TB Equity,Thailand,2013,1,0,0,0,0,0,0,0,0,0,0,0,0,1,8.70,-0.05,0.02,0.65,0.06,NA
ORI TB,ORI TB Equity,Thailand,2013,1,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA
PSH TB,PSH TB Equity,Thailand,2013,1,0,1,1,1,0,1,1,0,1,0,1,1,9,10.94,-0.02,0.02,0.37,0.06,0.00
PSL TB,PSL TB Equity,Thailand,2013,1,0,0,0,0,0,0,0,0,0,0,0,0,1,10.15,-0.07,0.12,0.36,0.73,0.00
PTG TB,PTG TB Equity,Thailand,2013,1,0,0,0,0,0,0,0,0,0,0,0,0,1,8.69,-0.19,0.09,0.19,0.60,0.00
PTT TB,PTT TB Equity,Thailand,2013,1,1,1,1,1,0,0,1,0,1,0,0,1,8,14.41,-0.06,0.09,0.27,0.43,0.00
PTTEP TB,PTTEP TB Equity,Thailand,2013,1,1,1,1,1,0,0,1,0,1,0,1,1,9,13.47,-0.11,0.11,0.14,0.59,0.00
PTTGC TB,PTTGC TB Equity,Thailand,2013,1,1,1,1,1,0,1,1,0,1,0,1,1,10,12.98,-0.04,0.04,0.28,0.54,0.00
QH TB,QH TB Equity,Thailand,2013,1,0,0,0,0,0,0,0,0,0,0,0,0,1,10.64,0.00,0.04,0.49,0.20,0.00
ROBINS TB,ROBINS TB Equity,Thailand,2013,1,1,1,1,1,0,0,1,0,1,0,0,1,8,9.84,-0.22,0.10,0.00,0.51,0.00
SAWAD TB,SAWAD TB Equity,Thailand,2013,1,0,0,0,0,0,0,0,0,0,0,0,0,1,8.71,-0.01,0.02,0.77,0.02,NA
SCB TB,SCB TB Equity,Thailand,2013,1,1,1,1,1,0,1,1,0,1,0,1,1,10,14.75,0.00,0.01,0.09,0.01,NA
SCC TB,SCC TB Equity,Thailand,2013,1,1,1,1,1,0,0,1,0,1,0,1,1,9,13.00,-0.07,0.04,0.43,0.42,0.00
SGP TB,SGP TB Equity,Thailand,2013,1,0,1,1,1,0,0,0,0,1,0,1,1,7,10.30,-0.05,0.06,0.44,0.51,0.00
SIRI TB,SIRI TB Equity,Thailand,2013,1,0,0,0,0,0,0,0,0,0,0,0,0,1,11.00,-0.01,0.04,0.58,0.10,0.00
SPALI TB,SPALI TB Equity,Thailand,2013,1,0,0,0,0,0,0,0,0,0,0,0,0,1,10.33,0.00,0.03,0.27,0.07,0.00
SPRC TB,SPRC TB Equity,Thailand,2013,1,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA
STA TB,STA TB Equity,Thailand,2013,1,1,0,1,1,0,1,1,0,1,0,0,1,8,10.70,-0.08,0.04,0.44,0.29,0.00
STEC TB,STEC TB Equity,Thailand,2013,1,0,1,1,1,0,0,1,0,1,0,1,1,8,10.13,-0.03,0.09,0.01,0.11,0.00
SUPER TB,SUPER TB Equity,Thailand,2013,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6.62,0.00,0.47,0.00,0.07,0.00
TASCO TB,TASCO TB Equity,Thailand,2013,1,0,0,0,0,0,0,0,0,0,0,0,0,1,9.92,-0.04,0.02,0.61,0.27,0.00
TCAP TB,TCAP TB Equity,Thailand,2013,1,1,1,1,1,0,1,1,0,1,0,1,1,10,13.87,0.00,0.02,0.18,0.01,NA
THAI TB,THAI TB Equity,Thailand,2013,1,1,1,1,1,0,1,1,0,1,0,0,1,9,12.63,-0.09,0.04,0.57,0.75,0.00
THCOM TB,THCOM TB Equity,Thailand,2013,1,0,0,0,0,0,0,0,0,0,0,0,0,1,10.22,-0.11,0.08,0.31,0.12,0.00
TISCO TB,TISCO TB Equity,Thailand,2013,1,1,1,0,1,0,0,0,0,1,0,1,0,6,12.78,0.00,0.00,0.16,0.01,NA
TKN TB,TKN TB Equity,Thailand,2013,1,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA
TMB TB,TMB TB Equity,Thailand,2013,1,1,1,1,1,1,0,1,0,1,0,1,1,10,13.55,0.00,0.02,0.14,0.01,NA
TOP TB,TOP TB Equity,Thailand,2013,1,1,1,1,1,0,1,1,0,1,0,1,1,10,12.25,-0.06,0.07,0.36,0.31,0.00
TPIPL TB,TPIPL TB Equity,Thailand,2013,1,0,0,0,0,0,0,0,0,0,0,0,0,1,11.32,-0.07,0.01,0.12,0.81,0.00
TPIPP TB,TPIPP TB Equity,Thailand,2013,1,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA
TRUE TB,TRUE TB Equity,Thailand,2013,1,1,1,1,1,0,0,0,0,1,0,0,0,6,12.23,-0.12,0.07,0.44,0.33,0.00
TTA TB,TTA TB Equity,Thailand,2013,1,0,0,0,0,0,0,0,0,0,0,0,0,1,10.68,-0.04,0.17,0.33,0.48,0.00
TU TB,TU TB Equity,Thailand,2013,1,1,1,1,1,0,0,1,0,1,0,0,1,8,11.59,-0.04,0.01,0.40,0.20,0.00
TVO TB,TVO TB Equity,Thailand,2013,1,0,0,0,0,0,0,0,0,0,0,0,0,1,9.30,-0.01,0.01,0.30,0.23,0.00
UNIQ TB,UNIQ TB Equity,Thailand,2013,1,0,0,0,0,0,0,0,0,0,0,0,0,1,9.44,-0.09,0.03,0.39,0.30,0.00
UV TB,UV TB Equity,Thailand,2013,1,0,0,0,0,0,0,0,0,0,0,0,0,1,9.95,-0.01,0.02,0.38,0.53,0.00
WHA TB,WHA TB Equity,Thailand,2013,1,0,0,0,0,0,0,0,0,0,0,0,0,1,9.31,-0.01,0.03,0.41,0.57,0.00
WHAUP TB,WHAUP TB Equity,Thailand,2013,1,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA
WORK TB,WORK TB Equity,Thailand,2013,1,0,0,0,0,0,0,0,0,0,0,0,0,1,7.74,-0.08,0.13,0.17,0.30,0.00
600000 CH,600000 CH Equity,China,2014,1,0,1,1,0,0,0,0,0,0,1,1,1,6,15.25,0.00,0.12,0.25,0.00,NA
600008 CH,600008 CH Equity,China,2014,1,0,1,1,0,0,0,0,0,0,1,1,1,6,10.33,-0.06,0.11,0.43,0.17,0.00
600009 CH,600009 CH Equity,China,2014,1,0,1,1,0,0,0,0,0,0,1,1,0,5,10.04,-0.02,0.39,0.12,0.48,0.00
600010 CH,600010 CH Equity,China,2014,1,0,1,1,0,0,0,0,0,0,1,1,0,5,11.56,-0.02,0.01,0.47,0.62,0.00
600015 CH,600015 CH Equity,China,2014,1,0,1,1,0,0,0,0,0,0,1,1,0,5,14.43,0.00,0.16,0.22,0.01,NA
600016 CH,600016 CH Equity,China,2014,1,1,0,1,1,0,1,1,0,0,1,1,0,8,15.21,0.00,0.14,0.31,0.01,NA
600018 CH,600018 CH Equity,China,2014,1,0,1,1,1,0,1,1,0,0,1,0,0,7,11.45,-0.02,0.10,0.23,0.53,0.00
600019 CH,600019 CH Equity,China,2014,1,0,1,1,1,0,1,0,0,0,1,1,0,7,12.34,-0.09,0.05,0.29,0.52,0.02
600021 CH,600021 CH Equity,China,2014,1,0,1,1,0,0,0,0,0,0,1,1,0,5,10.77,-0.09,0.05,0.64,0.62,0.00
600023 CH,600023 CH Equity,China,2014,1,0,1,1,0,0,0,0,0,0,1,1,0,5,11.55,-0.08,0.14,0.40,0.55,0.00
600025 CH,600025 CH Equity,China,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.93,-0.09,0.01,0.63,0.93,0.00
600028 CH,600028 CH Equity,China,2014,1,1,1,1,1,1,0,0,0,0,1,1,1,9,14.19,-0.09,0.01,0.23,0.64,0.00
600029 CH,600029 CH Equity,China,2014,1,1,1,1,1,1,0,1,0,0,1,1,0,9,12.15,-0.05,0.08,0.60,0.82,0.00
600030 CH,600030 CH Equity,China,2014,1,0,0,0,0,0,0,0,0,0,0,0,0,1,13.08,0.00,0.28,0.44,0.00,0.00
600031 CH,600031 CH Equity,China,2014,1,0,1,1,0,0,0,0,0,0,1,1,1,6,11.05,-0.02,0.10,0.45,0.32,0.03
600036 CH,600036 CH Equity,China,2014,1,1,1,1,1,0,1,1,0,0,1,1,1,10,15.37,0.00,0.15,0.20,0.01,NA
600048 CH,600048 CH Equity,China,2014,1,0,1,1,1,0,1,1,0,0,1,1,1,9,12.81,0.00,0.11,0.35,0.03,0.00
600050 CH,600050 CH Equity,China,2014,1,1,1,1,0,0,0,0,0,0,1,0,0,5,13.21,-0.13,0.05,0.25,0.83,0.00
600060 CH,600060 CH Equity,China,2014,1,0,1,0,0,0,0,0,0,0,1,1,0,4,9.94,-0.02,0.14,0.04,0.08,0.05
600061 CH,600061 CH Equity,China,2014,1,1,1,0,0,0,0,0,0,0,1,0,1,5,11.51,0.00,0.33,0.30,0.01,0.00
600066 CH,600066 CH Equity,China,2014,1,0,1,1,0,0,0,0,0,0,1,1,1,6,10.08,-0.08,0.25,0.12,0.23,0.04
600068 CH,600068 CH Equity,China,2014,1,0,1,1,0,0,0,0,0,0,1,0,0,4,11.56,-0.03,0.10,0.39,0.13,0.01
600079 CH,600079 CH Equity,China,2014,1,0,1,1,0,0,0,0,0,0,1,1,1,6,9.41,-0.07,0.12,0.36,0.31,0.03
600085 CH,600085 CH Equity,China,2014,1,0,1,1,0,0,0,0,0,0,1,1,0,5,9.47,-0.04,0.35,0.09,0.17,0.00
600089 CH,600089 CH Equity,China,2014,1,0,1,1,0,0,0,0,0,0,1,1,0,5,10.99,-0.03,0.17,0.37,0.35,0.03
600100 CH,600100 CH Equity,China,2014,1,0,1,1,0,0,0,0,0,0,1,1,0,5,10.81,-0.02,0.12,0.41,0.14,0.03
600104 CH,600104 CH Equity,China,2014,1,0,1,1,1,0,0,1,0,0,1,0,0,6,12.94,-0.03,0.17,0.16,0.12,0.02
600109 CH,600109 CH Equity,China,2014,1,1,1,1,0,0,0,0,0,0,1,0,0,5,10.18,0.00,0.38,0.17,0.00,0.00
600111 CH,600111 CH Equity,China,2014,1,1,1,1,0,0,0,0,0,0,1,1,1,7,9.78,-0.01,0.10,0.30,0.16,0.00
600115 CH,600115 CH Equity,China,2014,1,0,1,1,1,1,0,1,0,0,1,0,1,8,12.02,-0.16,0.01,0.59,0.67,0.00
600118 CH,600118 CH Equity,China,2014,1,1,1,1,1,0,0,0,0,0,1,1,0,7,9.08,-0.05,0.41,0.04,0.11,0.01
600153 CH,600153 CH Equity,China,2014,1,0,1,1,0,0,0,0,0,0,1,1,1,6,11.45,-0.01,0.06,0.35,0.05,0.00
600155 CH,600155 CH Equity,China,2014,1,0,0,0,0,0,0,0,0,0,0,0,0,1,7.55,0.00,0.11,0.73,0.06,0.00
600158 CH,600158 CH Equity,China,2014,1,0,0,1,0,0,0,0,0,0,1,1,0,4,8.20,0.00,0.10,0.14,0.06,0.00
600177 CH,600177 CH Equity,China,2014,1,0,1,1,0,0,0,0,0,0,1,1,1,6,10.77,0.00,0.07,0.29,0.11,0.00
600196 CH,600196 CH Equity,China,2014,1,1,1,1,0,0,0,0,0,0,1,1,0,6,10.47,-0.03,0.09,0.25,0.19,0.02
600208 CH,600208 CH Equity,China,2014,1,0,1,1,0,0,0,0,0,0,1,1,0,5,11.17,0.00,0.13,0.42,0.01,0.00
600219 CH,600219 CH Equity,China,2014,1,0,1,1,0,0,0,0,0,0,1,0,1,5,10.36,-0.19,0.10,0.28,0.67,0.02
600266 CH,600266 CH Equity,China,2014,1,1,1,1,0,0,0,0,0,0,1,0,0,5,10.83,0.00,0.13,0.32,0.05,0.00
600271 CH,600271 CH Equity,China,2014,1,0,1,1,0,0,0,0,0,0,1,0,0,4,9.27,-0.04,0.52,0.01,0.11,0.03
600276 CH,600276 CH Equity,China,2014,1,0,1,1,0,0,0,0,0,0,1,0,1,5,9.11,-0.03,0.38,0.00,0.20,0.07
600291 CH,600291 CH Equity,China,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
600297 CH,600297 CH Equity,China,2014,1,0,0,0,0,0,0,0,0,0,0,0,0,1,11.03,-0.03,0.08,0.65,0.16,0.00
600298 CH,600298 CH Equity,China,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.75,-0.07,0.10,0.40,0.63,0.03
600309 CH,600309 CH Equity,China,2014,1,0,1,1,0,0,0,0,0,0,1,1,1,6,10.64,-0.22,0.02,0.57,0.72,0.02
600332 CH,600332 CH Equity,China,2014,1,0,0,1,1,1,1,1,0,0,1,1,1,9,9.57,-0.03,0.21,0.06,0.18,0.02
600340 CH,600340 CH Equity,China,2014,1,0,1,1,0,0,0,0,0,0,1,0,0,4,11.64,-0.01,0.13,0.29,0.03,0.00
600362 CH,600362 CH Equity,China,2014,1,0,1,1,1,1,1,1,0,0,1,0,1,9,11.47,-0.02,0.20,0.30,0.23,0.02
600373 CH,600373 CH Equity,China,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.43,-0.02,0.29,0.16,0.19,0.00
600383 CH,600383 CH Equity,China,2014,1,0,1,1,0,0,0,0,0,0,1,1,0,5,11.73,0.00,0.13,0.33,0.09,0.00
600406 CH,600406 CH Equity,China,2014,1,0,1,1,0,0,0,0,0,0,1,0,0,4,9.60,-0.01,0.25,0.08,0.04,0.04
600435 CH,600435 CH Equity,China,2014,1,1,1,1,0,0,0,0,0,0,1,0,1,6,8.32,-0.04,0.19,0.14,0.30,0.02
600436 CH,600436 CH Equity,China,2014,1,0,1,1,0,0,0,0,0,0,1,1,1,6,8.20,-0.01,0.34,0.08,0.12,0.01
600438 CH,600438 CH Equity,China,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.73,-0.08,0.23,0.36,0.41,0.02
600466 CH,600466 CH Equity,China,2014,1,1,1,1,0,0,0,0,0,0,1,0,0,5,10.82,-0.01,0.10,0.38,0.10,0.00
600482 CH,600482 CH Equity,China,2014,1,1,0,1,0,0,0,0,0,0,1,1,0,5,8.38,-0.07,0.12,0.34,0.41,0.07
600489 CH,600489 CH Equity,China,2014,1,0,1,1,0,0,0,0,0,0,1,0,1,5,10.24,-0.12,0.06,0.37,0.52,0.00
600497 CH,600497 CH Equity,China,2014,1,1,1,1,0,0,0,0,0,0,1,1,0,6,10.40,-0.07,0.03,0.54,0.54,0.00
600503 CH,600503 CH Equity,China,2014,1,0,1,1,0,0,0,0,0,0,1,1,1,6,8.39,0.00,0.14,0.04,0.01,0.00
600516 CH,600516 CH Equity,China,2014,1,0,1,1,0,0,0,0,0,0,1,0,0,4,9.17,-0.01,0.22,0.27,0.29,0.00
600518 CH,600518 CH Equity,China,2014,1,0,0,1,0,0,0,0,0,0,1,1,0,4,10.24,-0.02,0.36,0.27,0.21,0.00
600519 CH,600519 CH Equity,China,2014,1,0,1,1,0,0,0,0,0,0,1,1,0,5,11.10,-0.07,0.38,0.06,0.26,0.01
600522 CH,600522 CH Equity,China,2014,1,1,1,1,0,0,0,0,0,0,1,0,1,6,9.48,-0.04,0.16,0.17,0.23,0.02
600528 CH,600528 CH Equity,China,2014,1,0,1,1,0,0,0,0,0,0,1,0,0,4,10.98,0.00,0.06,0.39,0.04,0.02
600535 CH,600535 CH Equity,China,2014,1,0,1,1,0,0,0,0,0,0,1,1,1,6,9.47,-0.06,0.06,0.44,0.30,0.03
600547 CH,600547 CH Equity,China,2014,1,0,1,1,0,0,0,0,0,0,1,0,0,4,10.03,-0.08,0.02,0.15,0.47,0.01
600549 CH,600549 CH Equity,China,2014,1,0,1,1,1,0,0,0,0,0,1,0,1,6,9.76,-0.04,0.06,0.23,0.36,0.01
600570 CH,600570 CH Equity,China,2014,1,0,1,1,0,0,0,0,0,0,1,0,1,5,8.02,-0.03,0.17,0.01,0.09,0.19
600585 CH,600585 CH Equity,China,2014,1,1,1,1,1,1,1,1,0,0,1,1,1,11,11.54,-0.07,0.12,0.19,0.65,0.00
600588 CH,600588 CH Equity,China,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.08,-0.04,0.33,0.25,0.24,0.08
600598 CH,600598 CH Equity,China,2014,1,0,1,1,0,0,0,0,0,0,1,0,0,4,9.02,-0.02,0.15,0.02,0.53,0.00
600606 CH,600606 CH Equity,China,2014,1,1,1,1,0,0,0,0,0,0,1,1,1,7,13.14,0.00,0.07,0.39,0.06,0.00
600637 CH,600637 CH Equity,China,2014,1,0,1,1,0,0,0,0,0,0,1,0,0,4,10.24,-0.03,0.30,0.10,0.11,0.01
600643 CH,600643 CH Equity,China,2014,1,1,1,1,0,0,0,0,0,0,1,0,0,5,9.01,-0.01,0.10,0.28,0.06,0.00
600649 CH,600649 CH Equity,China,2014,1,1,0,1,0,0,0,0,0,0,1,0,0,4,10.64,-0.04,0.08,0.32,0.03,0.00
600660 CH,600660 CH Equity,China,2014,1,1,1,1,0,0,0,0,0,0,1,1,1,7,9.73,-0.16,0.03,0.27,0.57,0.03
600688 CH,600688 CH Equity,China,2014,1,1,0,1,1,1,0,1,0,0,1,0,1,8,10.34,-0.04,0.01,0.18,0.55,0.00
600690 CH,600690 CH Equity,China,2014,1,0,0,1,0,0,0,0,0,0,1,1,0,4,11.32,-0.03,0.38,0.22,0.12,0.03
600699 CH,600699 CH Equity,China,2014,1,1,0,1,0,0,0,0,0,0,1,0,0,4,8.74,-0.12,0.08,0.22,0.42,0.06
600703 CH,600703 CH Equity,China,2014,1,0,1,1,0,0,0,0,0,0,1,1,1,6,9.74,-0.12,0.20,0.20,0.38,0.02
600704 CH,600704 CH Equity,China,2014,1,0,1,1,0,0,0,0,0,0,1,1,1,6,11.03,-0.02,0.09,0.40,0.09,0.00
600705 CH,600705 CH Equity,China,2014,1,1,1,1,0,0,1,0,0,0,1,0,0,6,11.59,-0.01,0.28,0.70,0.02,0.00
600715 CH,600715 CH Equity,China,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.12,0.00,0.05,0.35,0.80,0.00
600737 CH,600737 CH Equity,China,2014,1,1,1,1,0,0,0,0,0,0,1,1,0,6,9.57,-0.02,0.09,0.45,0.30,0.00
600739 CH,600739 CH Equity,China,2014,1,0,1,1,0,0,0,0,0,0,1,0,1,5,9.92,-0.06,0.04,0.15,0.28,0.00
600741 CH,600741 CH Equity,China,2014,1,0,1,1,1,0,0,1,0,0,1,0,1,7,11.05,-0.05,0.24,0.12,0.17,0.03
600760 CH,600760 CH Equity,China,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.05,-0.01,0.07,0.36,0.53,0.01
600795 CH,600795 CH Equity,China,2014,1,0,1,1,0,0,0,0,0,0,1,1,0,5,12.41,-0.10,0.01,0.61,0.84,0.00
600804 CH,600804 CH Equity,China,2014,1,0,1,1,0,0,0,0,0,0,1,1,1,6,9.64,-0.20,0.12,0.09,0.58,0.01
600809 CH,600809 CH Equity,China,2014,1,0,1,1,0,0,0,0,0,0,1,0,0,4,8.66,-0.05,0.13,0.04,0.30,0.00
600816 CH,600816 CH Equity,China,2014,1,0,1,1,0,0,0,0,0,0,1,1,1,6,7.99,0.00,0.13,0.00,0.00,0.00
600827 CH,600827 CH Equity,China,2014,1,0,1,1,0,0,0,0,0,0,1,0,0,4,10.70,-0.04,0.26,0.06,0.37,0.00
600837 CH,600837 CH Equity,China,2014,1,1,1,1,1,0,1,1,0,0,1,1,1,10,12.77,0.00,0.24,0.53,0.00,0.00
600867 CH,600867 CH Equity,China,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.99,-0.04,0.07,0.21,0.44,0.02
600884 CH,600884 CH Equity,China,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.12,-0.04,0.11,0.32,0.11,0.00
600886 CH,600886 CH Equity,China,2014,1,1,1,1,0,0,0,0,0,0,1,1,1,7,12.07,-0.08,0.04,0.69,0.88,0.00
600887 CH,600887 CH Equity,China,2014,1,0,0,1,0,0,0,0,0,0,1,1,1,5,10.58,-0.10,0.32,0.23,0.38,0.00
600893 CH,600893 CH Equity,China,2014,1,1,1,1,0,0,0,0,0,0,1,1,1,7,10.69,-0.05,0.14,0.46,0.37,0.01
600895 CH,600895 CH Equity,China,2014,1,0,1,1,0,0,0,0,0,0,1,0,1,5,9.78,0.00,0.09,0.42,0.30,0.00
