Ticker_Id,Indx_Members,Country,Year,Board size,Board independence,CEO duality,Board meeting attendance,Independence of audit committee,Auditor ratification,Independence of compensation committee,Independence of nomination committee,Shareholder approved poison pill,Dual class unequal voting rights of common shares,Staggered board,Diversity of board,Board duration,Corporate governance score,LogAsset,CAPEXByAsset,CashByAsset,DebtByAsset,PPNEByAsset,RNDByAsset
TASCO TB,TASCO TB Equity,Thailand,2011,1,0,0,0,0,0,0,0,0,0,0,0,0,1,9.66,-0.04,0.06,0.47,0.28,0.00
TCAP TB,TCAP TB Equity,Thailand,2011,1,1,1,1,1,0,1,1,0,0,0,1,1,9,13.70,0.00,0.02,0.36,0.01,NA
THAI TB,THAI TB Equity,Thailand,2011,1,1,1,0,1,0,0,0,0,1,0,0,0,5,12.52,-0.05,0.06,0.52,0.75,0.00
THCOM TB,THCOM TB Equity,Thailand,2011,1,0,0,0,0,0,0,0,0,0,0,0,0,1,10.21,-0.09,0.11,0.38,0.71,0.00
TISCO TB,TISCO TB Equity,Thailand,2011,1,0,0,0,0,0,0,0,0,0,0,0,0,1,12.30,0.00,0.00,0.73,0.01,NA
TKN TB,TKN TB Equity,Thailand,2011,1,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA
TMB TB,TMB TB Equity,Thailand,2011,1,1,1,1,1,0,0,0,0,0,0,1,1,7,13.49,0.00,0.02,0.24,0.02,NA
TOP TB,TOP TB Equity,Thailand,2011,1,1,1,1,1,0,0,1,0,1,0,0,0,7,11.95,-0.02,0.12,0.30,0.42,0.00
TPIPL TB,TPIPL TB Equity,Thailand,2011,1,0,0,0,0,0,0,0,0,0,0,0,0,1,11.18,-0.04,0.01,0.06,0.81,0.00
TPIPP TB,TPIPP TB Equity,Thailand,2011,1,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA
TRUE TB,TRUE TB Equity,Thailand,2011,1,1,1,1,1,0,0,0,0,1,0,0,0,6,11.92,-0.08,0.08,0.57,0.49,0.00
TTA TB,TTA TB Equity,Thailand,2011,1,0,0,0,0,0,0,0,0,0,0,0,0,1,10.78,-0.09,0.08,0.30,0.56,0.00
TU TB,TU TB Equity,Thailand,2011,1,0,1,1,1,0,0,1,0,1,0,0,1,7,11.33,-0.04,0.01,0.48,0.19,0.00
TVO TB,TVO TB Equity,Thailand,2011,1,0,0,0,0,0,0,0,0,0,0,0,0,1,9.24,-0.02,0.02,0.28,0.27,0.00
UNIQ TB,UNIQ TB Equity,Thailand,2011,1,0,0,0,0,0,0,0,0,0,0,0,0,1,8.65,-0.05,0.03,0.36,0.21,0.00
UV TB,UV TB Equity,Thailand,2011,1,0,0,0,0,0,0,0,0,0,0,0,0,1,8.84,-0.07,0.03,0.36,0.38,0.00
WHA TB,WHA TB Equity,Thailand,2011,1,0,0,0,0,0,0,0,0,0,0,0,0,1,8.55,0.00,0.01,0.57,0.64,0.00
WHAUP TB,WHAUP TB Equity,Thailand,2011,1,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA
WORK TB,WORK TB Equity,Thailand,2011,1,0,0,0,0,0,0,0,0,0,0,0,0,1,7.31,-0.02,0.25,0.01,0.34,0.00
600000 CH,600000 CH Equity,China,2012,1,0,1,1,0,0,0,0,0,0,1,1,1,6,14.96,0.00,0.14,0.23,0.00,NA
600008 CH,600008 CH Equity,China,2012,1,0,1,1,0,0,0,0,0,0,1,1,1,6,10.00,-0.04,0.11,0.40,0.22,0.00
600009 CH,600009 CH Equity,China,2012,1,0,1,1,0,0,0,0,0,0,1,1,1,6,9.87,-0.01,0.25,0.13,0.61,0.00
600010 CH,600010 CH Equity,China,2012,1,0,1,1,0,0,0,0,0,0,1,1,0,5,11.19,-0.14,0.04,0.47,0.53,0.00
600015 CH,600015 CH Equity,China,2012,1,0,1,1,0,0,0,0,0,0,1,1,1,6,14.21,0.00,0.15,0.24,0.01,NA
600016 CH,600016 CH Equity,China,2012,1,1,1,1,1,0,1,0,0,0,1,1,1,9,14.98,0.00,0.20,0.33,0.00,NA
600018 CH,600018 CH Equity,China,2012,1,0,1,1,1,0,1,1,0,0,1,0,1,8,11.37,-0.02,0.10,0.24,0.59,0.00
600019 CH,600019 CH Equity,China,2012,1,0,1,1,1,0,1,0,0,0,1,1,1,8,12.31,-0.06,0.03,0.28,0.46,0.02
600021 CH,600021 CH Equity,China,2012,1,0,1,1,0,0,0,0,0,0,1,1,0,5,10.37,-0.04,0.05,0.61,0.62,0.00
600023 CH,600023 CH Equity,China,2012,1,0,0,0,0,0,0,0,0,0,0,0,0,1,11.31,-0.09,0.09,0.42,0.59,0.00
600025 CH,600025 CH Equity,China,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.69,-0.13,0.01,0.65,0.94,NA
600028 CH,600028 CH Equity,China,2012,1,1,1,1,1,1,0,0,0,0,1,1,1,9,14.04,-0.12,0.01,0.22,0.63,0.00
600029 CH,600029 CH Equity,China,2012,1,1,1,1,1,1,0,1,0,0,1,0,0,8,11.87,-0.11,0.07,0.52,0.85,0.00
600030 CH,600030 CH Equity,China,2012,1,1,1,1,1,0,1,1,0,0,1,0,1,9,12.03,0.00,0.35,0.24,0.02,0.00
600031 CH,600031 CH Equity,China,2012,1,0,1,1,0,0,0,0,0,0,1,1,0,5,11.07,-0.07,0.13,0.39,0.33,0.04
600036 CH,600036 CH Equity,China,2012,1,1,1,1,1,0,1,1,0,0,1,1,1,10,15.04,0.00,0.22,0.18,0.01,NA
600048 CH,600048 CH Equity,China,2012,1,0,1,1,0,0,0,0,0,0,1,1,1,6,12.43,0.00,0.13,0.32,0.02,0.00
600050 CH,600050 CH Equity,China,2012,1,0,1,1,0,0,0,0,0,0,1,0,0,4,13.16,-0.18,0.04,0.27,0.86,0.00
600060 CH,600060 CH Equity,China,2012,1,0,1,0,0,0,0,0,0,0,1,1,1,5,9.81,-0.03,0.09,0.05,0.08,0.04
600061 CH,600061 CH Equity,China,2012,1,1,1,0,0,0,0,0,0,0,1,1,1,6,7.45,-0.02,0.13,0.20,0.20,0.01
600066 CH,600066 CH Equity,China,2012,1,0,1,1,0,0,0,0,0,0,1,1,1,6,9.57,-0.13,0.21,0.07,0.27,0.05
600068 CH,600068 CH Equity,China,2012,1,0,1,1,0,0,0,0,0,0,1,0,1,5,11.24,-0.04,0.09,0.41,0.17,0.00
600079 CH,600079 CH Equity,China,2012,1,0,1,1,0,0,0,0,0,0,1,1,1,6,8.97,-0.10,0.10,0.36,0.25,0.03
600085 CH,600085 CH Equity,China,2012,1,0,1,1,0,0,0,0,0,0,1,1,1,6,9.18,-0.03,0.38,0.13,0.14,0.00
600089 CH,600089 CH Equity,China,2012,1,0,1,1,0,0,0,0,0,0,1,1,1,6,10.65,-0.13,0.25,0.38,0.40,0.03
600100 CH,600100 CH Equity,China,2012,1,0,1,1,0,0,0,0,0,0,1,1,1,6,10.53,-0.05,0.11,0.38,0.18,0.02
600104 CH,600104 CH Equity,China,2012,1,0,1,1,1,0,0,1,0,0,1,0,1,7,12.67,-0.05,0.15,0.17,0.12,0.02
600109 CH,600109 CH Equity,China,2012,1,0,1,1,0,0,0,0,0,0,1,0,1,5,9.44,0.00,0.65,0.07,0.00,0.00
600111 CH,600111 CH Equity,China,2012,1,1,1,1,0,0,0,0,0,0,1,0,1,6,9.78,-0.03,0.15,0.35,0.15,0.00
600115 CH,600115 CH Equity,China,2012,1,0,1,1,0,1,0,0,0,0,1,0,0,5,11.73,-0.05,0.02,0.55,0.68,0.00
600118 CH,600118 CH Equity,China,2012,1,0,1,1,0,0,0,0,0,0,1,1,1,6,8.64,-0.06,0.48,0.05,0.12,0.02
600153 CH,600153 CH Equity,China,2012,1,0,1,1,0,0,0,0,0,0,1,1,1,6,11.02,-0.01,0.08,0.43,0.07,0.00
600155 CH,600155 CH Equity,China,2012,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6.53,-0.05,0.05,0.29,0.81,0.00
600158 CH,600158 CH Equity,China,2012,1,0,0,1,0,0,0,0,0,0,1,0,1,4,8.16,0.00,0.13,0.07,0.08,0.00
600177 CH,600177 CH Equity,China,2012,1,0,1,1,0,0,0,0,0,0,1,1,1,6,10.82,-0.01,0.06,0.37,0.12,0.00
600196 CH,600196 CH Equity,China,2012,1,1,1,1,0,0,0,0,0,0,1,0,1,6,10.14,-0.05,0.16,0.22,0.16,0.01
600208 CH,600208 CH Equity,China,2012,1,0,1,1,0,0,0,0,0,0,1,1,1,6,10.75,-0.01,0.11,0.42,0.01,0.00
600219 CH,600219 CH Equity,China,2012,1,0,1,1,0,0,0,0,0,0,1,1,1,6,10.23,-0.09,0.27,0.25,0.54,0.02
600266 CH,600266 CH Equity,China,2012,1,1,1,1,0,0,0,0,0,0,1,0,1,6,10.31,0.00,0.19,0.24,0.07,0.00
600271 CH,600271 CH Equity,China,2012,1,0,1,1,0,0,0,0,0,0,1,0,1,5,9.01,-0.02,0.57,0.01,0.10,0.01
600276 CH,600276 CH Equity,China,2012,1,0,1,1,0,0,0,0,0,0,1,0,1,5,8.68,-0.08,0.23,0.00,0.23,0.09
600291 CH,600291 CH Equity,China,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
600297 CH,600297 CH Equity,China,2012,1,0,0,0,0,0,0,0,0,0,0,0,0,1,7.20,-0.04,0.11,0.00,0.46,0.00
600298 CH,600298 CH Equity,China,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.60,-0.24,0.08,0.38,0.64,0.00
600309 CH,600309 CH Equity,China,2012,1,0,1,1,0,0,0,0,0,0,1,1,1,6,10.02,-0.17,0.06,0.47,0.54,0.03
600332 CH,600332 CH Equity,China,2012,1,1,1,1,1,0,1,1,0,0,1,0,1,9,9.15,-0.02,0.12,0.08,0.21,0.02
600340 CH,600340 CH Equity,China,2012,1,0,1,1,0,0,0,0,0,0,1,0,1,5,10.67,-0.01,0.12,0.18,0.03,0.00
600362 CH,600362 CH Equity,China,2012,1,0,0,0,0,0,0,0,0,0,0,0,0,1,11.27,-0.03,0.21,0.24,0.28,0.00
600373 CH,600373 CH Equity,China,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.04,-0.02,0.20,0.25,0.25,0.00
600383 CH,600383 CH Equity,China,2012,1,0,1,1,0,0,0,0,0,0,1,1,1,6,11.58,0.00,0.18,0.29,0.07,0.00
600406 CH,600406 CH Equity,China,2012,1,0,1,1,0,0,0,0,0,0,1,0,1,5,9.28,-0.01,0.21,0.08,0.04,0.01
600435 CH,600435 CH Equity,China,2012,1,0,1,1,0,0,0,0,0,0,1,1,0,5,8.20,-0.04,0.13,0.11,0.28,0.01
600436 CH,600436 CH Equity,China,2012,1,0,1,1,0,0,0,0,0,0,1,1,0,5,7.71,-0.07,0.18,0.16,0.14,0.01
600438 CH,600438 CH Equity,China,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.42,-0.10,0.16,0.45,0.48,0.02
600466 CH,600466 CH Equity,China,2012,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6.47,-0.03,0.10,0.01,0.42,0.00
600482 CH,600482 CH Equity,China,2012,1,0,0,0,0,0,0,0,0,0,0,0,0,1,8.14,-0.10,0.12,0.47,0.42,0.01
600489 CH,600489 CH Equity,China,2012,1,0,1,1,0,0,0,0,0,0,1,0,1,5,9.98,-0.07,0.11,0.21,0.40,0.00
600497 CH,600497 CH Equity,China,2012,1,0,1,1,0,0,0,0,0,0,1,1,1,6,10.18,-0.11,0.05,0.49,0.51,0.00
600503 CH,600503 CH Equity,China,2012,1,0,0,0,0,0,0,0,0,0,0,0,0,1,8.37,0.00,0.02,0.14,0.01,0.00
600516 CH,600516 CH Equity,China,2012,1,0,1,1,0,0,0,0,0,0,1,0,1,5,9.02,-0.04,0.15,0.30,0.31,0.00
600518 CH,600518 CH Equity,China,2012,1,0,0,1,0,0,0,0,0,0,1,1,1,5,9.80,-0.08,0.34,0.31,0.33,0.00
600519 CH,600519 CH Equity,China,2012,1,0,1,1,0,0,0,0,0,0,1,1,0,5,10.71,-0.09,0.49,0.00,0.18,0.01
600522 CH,600522 CH Equity,China,2012,1,0,0,0,0,0,0,0,0,0,0,0,0,1,8.97,-0.07,0.15,0.13,0.26,0.02
600528 CH,600528 CH Equity,China,2012,1,0,1,1,0,0,0,0,0,0,1,0,0,4,10.69,-0.01,0.07,0.42,0.05,0.02
600535 CH,600535 CH Equity,China,2012,1,0,1,1,0,0,0,0,0,0,1,1,1,6,9.00,-0.07,0.07,0.28,0.32,0.03
600547 CH,600547 CH Equity,China,2012,1,0,1,1,0,0,0,0,0,0,1,0,0,4,9.77,-0.15,0.04,0.26,0.47,0.00
600549 CH,600549 CH Equity,China,2012,1,0,1,1,0,0,0,0,0,0,1,0,1,5,9.52,-0.07,0.06,0.22,0.36,0.01
600570 CH,600570 CH Equity,China,2012,1,0,1,1,0,0,0,0,0,0,1,1,1,6,7.52,-0.01,0.19,0.01,0.07,0.23
600585 CH,600585 CH Equity,China,2012,1,0,1,1,1,1,1,1,0,0,1,1,0,9,11.38,-0.08,0.09,0.27,0.64,0.00
600588 CH,600588 CH Equity,China,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.73,-0.06,0.27,0.21,0.27,0.11
600598 CH,600598 CH Equity,China,2012,1,0,1,1,0,0,0,0,0,0,1,0,1,5,9.66,-0.03,0.09,0.43,0.41,0.00
600606 CH,600606 CH Equity,China,2012,1,1,1,1,0,0,0,0,0,0,1,1,1,7,8.69,0.00,0.10,0.57,0.07,0.00
600637 CH,600637 CH Equity,China,2012,1,0,1,1,0,0,0,0,0,0,1,0,1,5,8.26,-0.09,0.50,0.00,0.09,0.00
600643 CH,600643 CH Equity,China,2012,1,0,1,1,0,0,0,0,0,0,1,0,0,4,8.40,0.00,0.25,0.00,0.02,0.00
600649 CH,600649 CH Equity,China,2012,1,0,1,1,0,0,0,0,0,0,1,1,1,6,10.30,-0.02,0.06,0.33,0.05,0.00
600660 CH,600660 CH Equity,China,2012,1,0,1,1,0,0,0,0,0,0,1,1,1,6,9.48,-0.11,0.04,0.30,0.58,0.02
600688 CH,600688 CH Equity,China,2012,1,0,1,1,1,0,0,1,0,0,1,0,1,7,10.50,-0.12,0.00,0.34,0.53,0.00
600690 CH,600690 CH Equity,China,2012,1,0,1,1,0,0,0,0,0,0,1,1,1,6,10.81,-0.02,0.33,0.20,0.14,0.00
600699 CH,600699 CH Equity,China,2012,1,0,0,0,0,0,0,0,0,0,0,0,0,1,8.55,-0.11,0.06,0.27,0.45,0.04
600703 CH,600703 CH Equity,China,2012,1,0,1,1,0,0,0,0,0,0,1,0,1,5,9.36,-0.12,0.13,0.30,0.54,0.02
600704 CH,600704 CH Equity,China,2012,1,0,1,1,0,0,0,0,0,0,1,1,1,6,10.10,-0.03,0.12,0.47,0.09,0.00
600705 CH,600705 CH Equity,China,2012,1,0,0,0,0,0,0,0,0,0,0,0,0,1,11.09,-0.01,0.35,0.75,0.00,0.00
600715 CH,600715 CH Equity,China,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.56,0.00,0.03,0.15,0.60,0.00
600737 CH,600737 CH Equity,China,2012,1,0,1,1,0,0,0,0,0,0,1,0,1,5,9.43,-0.04,0.08,0.44,0.40,0.00
600739 CH,600739 CH Equity,China,2012,1,0,1,1,0,0,0,0,0,0,1,0,1,5,9.68,-0.07,0.05,0.18,0.22,0.00
600741 CH,600741 CH Equity,China,2012,1,0,1,1,1,0,0,1,0,0,1,0,1,7,10.78,-0.05,0.26,0.05,0.15,0.02
600760 CH,600760 CH Equity,China,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.09,-0.02,0.11,0.43,0.54,0.01
600795 CH,600795 CH Equity,China,2012,1,0,1,1,0,0,0,0,0,0,1,1,1,6,12.30,-0.12,0.03,0.62,0.83,0.00
600804 CH,600804 CH Equity,China,2012,1,0,1,1,0,0,0,0,0,0,1,1,1,6,9.07,-0.12,0.16,0.25,0.32,0.01
600809 CH,600809 CH Equity,China,2012,1,0,1,1,0,0,0,0,0,0,1,0,1,5,8.72,-0.04,0.41,0.02,0.17,0.00
600816 CH,600816 CH Equity,China,2012,1,0,1,1,0,0,0,0,0,0,1,1,1,6,6.86,-0.01,0.49,0.00,0.05,0.00
600827 CH,600827 CH Equity,China,2012,1,0,1,1,0,0,0,0,0,0,1,0,0,4,10.57,-0.04,0.21,0.03,0.37,0.00
600837 CH,600837 CH Equity,China,2012,1,1,1,1,1,0,1,1,0,0,1,0,1,9,11.75,0.00,0.41,0.21,0.01,0.00
600867 CH,600867 CH Equity,China,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.77,-0.10,0.05,0.13,0.53,0.02
600884 CH,600884 CH Equity,China,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.94,-0.04,0.12,0.35,0.17,0.01
600886 CH,600886 CH Equity,China,2012,1,0,1,1,0,0,0,0,0,0,1,1,1,6,11.89,-0.13,0.04,0.74,0.88,0.00
600887 CH,600887 CH Equity,China,2012,1,0,0,1,0,0,0,0,0,0,1,1,1,5,9.89,-0.16,0.09,0.13,0.57,0.00
600893 CH,600893 CH Equity,China,2012,1,1,1,1,0,0,0,0,0,0,1,1,1,7,9.05,-0.02,0.22,0.37,0.26,0.01
600895 CH,600895 CH Equity,China,2012,1,0,1,1,0,0,0,0,0,0,1,0,1,5,9.81,0.00,0.12,0.51,0.24,0.00
600900 CH,600900 CH Equity,China,2012,1,0,1,0,0,0,0,0,0,0,1,1,0,4,11.95,-0.03,0.01,0.49,0.87,0.00
600909 CH,600909 CH Equity,China,2012,1,0,0,0,0,0,0,0,0,0,0,0,0,1,9.15,-0.02,0.50,0.01,0.07,NA
600919 CH,600919 CH Equity,China,2012,1,0,0,0,0,0,0,0,0,0,0,0,0,1,13.39,0.00,0.19,0.11,0.01,NA
600926 CH,600926 CH Equity,China,2012,1,0,0,0,0,0,0,0,0,0,0,0,0,1,12.69,0.00,0.17,0.25,0.00,NA
600958 CH,600958 CH Equity,China,2012,1,0,0,0,0,0,0,0,0,0,0,0,0,1,10.79,0.00,0.20,0.46,0.01,0.00
600977 CH,600977 CH Equity,China,2012,1,0,0,0,0,0,0,0,0,0,0,0,0,1,8.82,-0.06,0.23,0.08,0.39,0.00
600999 CH,600999 CH Equity,China,2012,1,0,1,0,0,0,0,0,0,0,1,1,1,5,11.23,0.00,0.38,0.20,0.01,0.00
601006 CH,601006 CH Equity,China,2012,1,0,1,1,0,0,0,0,0,0,1,0,1,5,11.52,-0.04,0.08,0.16,0.70,0.00
601009 CH,601009 CH Equity,China,2012,1,1,1,1,0,0,0,0,0,0,1,0,1,6,12.75,0.00,0.12,0.29,0.01,NA
601012 CH,601012 CH Equity,China,2012,1,0,0,0,0,0,0,0,0,0,0,0,0,1,8.46,-0.03,0.21,0.28,0.42,0.00
601018 CH,601018 CH Equity,China,2012,1,0,1,1,0,0,0,0,0,0,1,1,0,5,10.49,-0.05,0.06,0.16,0.63,0.00
601088 CH,601088 CH Equity,China,2012,1,1,1,1,1,1,0,1,0,0,1,1,1,10,13.06,-0.12,0.11,0.14,0.68,0.00
601099 CH,601099 CH Equity,China,2012,1,0,1,1,0,0,0,0,0,0,1,0,1,5,8.41,0.00,0.54,0.12,0.02,0.00
601108 CH,601108 CH Equity,China,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.79,0.00,0.59,0.00,0.02,NA
601111 CH,601111 CH Equity,China,2012,1,1,1,1,1,0,1,0,0,0,1,1,1,9,12.13,-0.09,0.06,0.54,0.68,0.00
601116 CH,601116 CH Equity,China,2012,1,0,0,0,0,0,0,0,0,0,0,0,0,1,8.02,-0.03,0.46,0.00,0.23,0.00
601117 CH,601117 CH Equity,China,2012,1,0,1,1,0,0,0,0,0,0,1,1,0,5,10.99,-0.03,0.30,0.02,0.12,0.02
601155 CH,601155 CH Equity,China,2012,1,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA
601166 CH,601166 CH Equity,China,2012,1,0,1,1,0,0,0,0,0,0,1,1,1,6,14.99,0.00,0.12,0.37,0.00,NA
601169 CH,601169 CH Equity,China,2012,1,0,1,0,0,0,0,0,0,0,1,1,0,4,13.93,0.00,0.13,0.29,0.00,NA
601186 CH,601186 CH Equity,China,2012,1,1,1,1,1,1,1,1,0,0,1,0,1,10,13.08,-0.02,0.14,0.22,0.09,0.01
601198 CH,601198 CH Equity,China,2012,1,0,0,0,0,0,0,0,0,0,0,0,0,1,9.95,0.00,0.33,0.45,0.01,0.00
601211 CH,601211 CH Equity,China,2012,1,0,0,0,0,0,0,0,0,0,0,0,0,1,11.57,0.00,0.37,0.27,0.02,0.00
601212 CH,601212 CH Equity,China,2012,1,0,0,0,0,0,0,0,0,0,0,0,0,1,10.51,-0.06,0.12,0.40,0.27,0.01
601216 CH,601216 CH Equity,China,2012,1,0,1,1,0,0,0,0,0,0,1,1,1,6,8.97,-0.12,0.05,0.22,0.72,0.02
601225 CH,601225 CH Equity,China,2012,1,0,0,0,0,0,0,0,0,0,0,0,0,1,11.34,-0.08,0.11,0.26,0.46,0.00
601228 CH,601228 CH Equity,China,2012,1,0,0,0,0,0,0,0,0,0,0,0,0,1,9.50,-0.04,0.03,0.25,0.84,0.00
601229 CH,601229 CH Equity,China,2012,1,0,0,0,0,0,0,0,0,0,0,0,0,1,13.61,0.00,0.13,0.27,0.00,NA
601238 CH,601238 CH Equity,China,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.81,-0.06,0.19,0.21,0.14,0.00
601288 CH,601288 CH Equity,China,2012,1,1,1,1,1,0,1,1,0,0,1,0,1,9,16.40,0.00,0.20,0.08,0.01,NA
601318 CH,601318 CH Equity,China,2012,1,1,0,1,1,1,1,1,0,0,1,1,1,10,14.86,0.00,0.08,0.22,0.01,NA
601328 CH,601328 CH Equity,China,2012,1,1,1,1,1,1,0,0,0,0,1,1,0,8,15.48,0.00,0.15,0.19,0.01,NA
601336 CH,601336 CH Equity,China,2012,1,1,0,1,1,1,1,1,0,1,1,1,1,11,13.11,0.00,0.05,0.14,0.01,NA
601360 CH,601360 CH Equity,China,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.74,-0.03,0.46,0.02,0.15,0.03
601375 CH,601375 CH Equity,China,2012,1,0,0,0,0,0,0,0,0,0,0,0,0,1,9.32,-0.01,0.48,0.16,0.02,NA
601377 CH,601377 CH Equity,China,2012,1,0,1,1,1,0,1,1,0,0,1,1,1,9,10.03,0.00,0.37,0.16,0.03,0.00
601390 CH,601390 CH Equity,China,2012,1,1,1,1,1,1,1,1,0,0,1,0,1,10,13.22,-0.01,0.12,0.30,0.10,0.01
601398 CH,601398 CH Equity,China,2012,1,1,1,1,1,0,1,1,0,0,1,1,1,10,16.68,0.00,0.18,0.11,0.01,NA
601555 CH,601555 CH Equity,China,2012,1,0,1,1,0,0,1,1,0,0,1,1,1,8,9.67,-0.02,0.44,0.07,0.05,0.00
601600 CH,601600 CH Equity,China,2012,1,1,0,1,1,1,1,1,0,0,1,0,1,9,12.07,-0.05,0.05,0.60,0.57,0.00
601601 CH,601601 CH Equity,China,2012,1,1,1,1,1,0,1,1,0,0,1,1,1,10,13.43,0.00,0.04,0.10,0.01,NA
601607 CH,601607 CH Equity,China,2012,1,1,1,1,1,0,1,1,0,0,1,1,1,10,10.84,-0.01,0.26,0.14,0.10,NA
601611 CH,601611 CH Equity,China,2012,1,0,0,0,0,0,0,0,0,0,0,0,0,1,10.49,-0.03,0.14,0.25,0.14,0.01
601618 CH,601618 CH Equity,China,2012,1,1,1,1,1,0,1,1,0,0,1,0,1,9,12.70,-0.02,0.10,0.40,0.15,0.01
601628 CH,601628 CH Equity,China,2012,1,1,1,1,1,1,0,1,0,1,0,1,1,10,14.46,0.00,0.04,0.07,0.01,NA
601633 CH,601633 CH Equity,China,2012,1,1,1,1,0,1,0,0,0,0,1,1,1,8,10.66,-0.10,0.13,0.10,0.38,0.02
601668 CH,601668 CH Equity,China,2012,1,0,1,0,0,0,0,0,0,0,1,0,0,3,13.39,-0.01,0.17,0.27,0.06,0.01
601669 CH,601669 CH Equity,China,2012,1,0,1,1,0,0,0,0,0,0,1,1,0,5,12.12,-0.08,0.15,0.42,0.29,0.01
601688 CH,601688 CH Equity,China,2012,1,0,1,1,0,0,0,0,0,0,1,1,1,6,11.28,-0.02,0.42,0.09,0.04,0.00
601699 CH,601699 CH Equity,China,2012,1,0,1,1,0,0,0,0,0,0,1,0,1,5,10.59,-0.12,0.15,0.22,0.34,0.02
601718 CH,601718 CH Equity,China,2012,1,0,1,1,0,0,0,0,0,0,1,0,1,5,9.73,-0.05,0.15,0.06,0.27,0.01
601727 CH,601727 CH Equity,China,2012,1,1,0,1,0,0,0,0,0,0,1,1,1,6,11.68,-0.02,0.19,0.05,0.14,0.02
601766 CH,601766 CH Equity,China,2012,1,1,1,1,0,0,0,0,0,0,1,0,0,5,11.56,-0.05,0.14,0.09,0.26,0.03
601788 CH,601788 CH Equity,China,2012,1,0,1,1,1,0,1,1,0,0,1,1,1,9,10.97,0.00,0.35,0.22,0.02,0.00
601800 CH,601800 CH Equity,China,2012,1,1,1,1,1,1,0,0,0,0,1,0,0,7,12.98,-0.02,0.16,0.33,0.15,0.01
601818 CH,601818 CH Equity,China,2012,1,1,1,0,0,0,0,0,0,0,1,1,1,6,14.64,0.00,0.13,0.30,0.01,NA
601828 CH,601828 CH Equity,China,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.19,-0.12,0.14,0.43,0.40,NA
601838 CH,601838 CH Equity,China,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.39,0.00,0.17,0.24,0.00,NA
601857 CH,601857 CH Equity,China,2012,1,1,0,1,1,1,0,0,0,0,1,0,1,7,14.59,-0.14,0.02,0.21,0.75,0.01
601878 CH,601878 CH Equity,China,2012,1,0,0,0,0,0,0,0,0,0,0,0,0,1,9.49,0.00,0.58,0.00,0.02,0.00
601881 CH,601881 CH Equity,China,2012,1,0,0,0,0,0,0,0,0,0,0,0,0,1,11.07,0.00,0.57,0.09,0.01,0.00
601888 CH,601888 CH Equity,China,2012,1,0,1,1,0,0,0,0,0,0,1,0,1,5,9.10,-0.03,0.44,0.00,0.19,0.00
601899 CH,601899 CH Equity,China,2012,1,0,1,1,0,1,0,0,0,0,1,0,1,6,11.12,-0.12,0.10,0.25,0.37,0.00
601901 CH,601901 CH Equity,China,2012,1,0,1,1,0,0,0,0,0,0,1,1,0,5,10.24,-0.01,0.44,0.03,0.01,0.00
601919 CH,601919 CH Equity,China,2012,1,1,1,1,1,1,0,1,0,0,1,1,1,10,12.02,-0.07,0.28,0.56,0.51,0.00
601933 CH,601933 CH Equity,China,2012,1,0,1,1,0,0,0,0,0,0,1,1,1,6,9.30,-0.16,0.13,0.14,0.27,0.00
601939 CH,601939 CH Equity,China,2012,1,1,1,1,1,1,1,1,0,0,1,1,1,11,16.45,0.00,0.18,0.09,0.01,NA
601985 CH,601985 CH Equity,China,2012,1,0,0,0,0,0,0,0,0,0,0,0,0,1,12.05,-0.13,0.03,0.70,0.86,0.00
